inspection_id,restaurant_id,inspection_type,date,result,score,inspector_id,notes,pass
7724,345,Routine,2015-06-19,Pass w/ Conditions,99,INSP2682,Inspection notes for inspection 7724,True
7725,754,Follow-up,2024-02-10,Pass w/ Conditions,70,INSP9673,Inspection notes for inspection 7725,True
7726,428,Follow-up,2021-04-09,Pass,19,INSP6105,Inspection notes for inspection 7726,True
7727,292,License,2022-05-07,Fail,23,INSP5472,Inspection notes for inspection 7727,False
7728,404,License,2019-01-08,Fail,10,INSP9211,Inspection notes for inspection 7728,False
7729,176,License,2023-09-23,Pass,93,INSP6940,Inspection notes for inspection 7729,True
7730,668,Complaint,2022-07-29,Fail,32,INSP1429,Inspection notes for inspection 7730,False
7731,238,License,2022-09-18,Pass w/ Conditions,42,INSP4824,Inspection notes for inspection 7731,True
7732,513,License,2016-09-14,Pass w/ Conditions,77,INSP4786,Inspection notes for inspection 7732,True
7733,62,Complaint,2022-01-01,Fail,7,INSP1798,Inspection notes for inspection 7733,False
7734,616,License,2021-07-20,Pass,2,INSP7624,Inspection notes for inspection 7734,True
7735,294,Complaint,2024-05-16,Fail,53,INSP9009,Inspection notes for inspection 7735,False
7736,160,Routine,2024-01-22,Pass,43,INSP2337,Inspection notes for inspection 7736,True
7737,243,Routine,2024-01-26,Fail,60,INSP6871,Inspection notes for inspection 7737,False
7738,952,License,2020-09-06,Pass w/ Conditions,60,INSP1047,Inspection notes for inspection 7738,True
7739,365,Complaint,2017-08-27,Pass,41,INSP7122,Inspection notes for inspection 7739,True
7740,538,License,2017-08-30,Fail,54,INSP2333,Inspection notes for inspection 7740,False
7741,716,Routine,2020-11-21,Pass,60,INSP9721,Inspection notes for inspection 7741,True
7742,28,Routine,2024-01-24,Fail,0,INSP4038,Inspection notes for inspection 7742,False
7743,772,Follow-up,2024-10-03,Pass w/ Conditions,92,INSP6082,Inspection notes for inspection 7743,True
7744,543,Follow-up,2018-02-21,Pass,76,INSP7602,Inspection notes for inspection 7744,True
7745,587,Complaint,2017-07-13,Fail,92,INSP6212,Inspection notes for inspection 7745,False
7746,555,License,2022-07-04,Pass,35,INSP4218,Inspection notes for inspection 7746,True
7747,64,Follow-up,2016-02-11,Pass w/ Conditions,38,INSP4668,Inspection notes for inspection 7747,True
7748,625,License,2017-03-16,Pass w/ Conditions,0,INSP2040,Inspection notes for inspection 7748,True
7749,658,Complaint,2017-11-10,Fail,100,INSP3462,Inspection notes for inspection 7749,False
7750,572,Complaint,2016-12-31,Fail,96,INSP5146,Inspection notes for inspection 7750,False
7751,124,Follow-up,2023-02-15,Pass w/ Conditions,53,INSP1061,Inspection notes for inspection 7751,True
7752,795,Follow-up,2018-05-10,Fail,44,INSP1467,Inspection notes for inspection 7752,False
7753,380,License,2015-06-05,Pass,55,INSP6358,Inspection notes for inspection 7753,True
7754,957,Complaint,2017-03-06,Fail,31,INSP1649,Inspection notes for inspection 7754,False
7755,429,Follow-up,2019-10-10,Pass w/ Conditions,35,INSP5601,Inspection notes for inspection 7755,True
7756,179,Follow-up,2024-04-20,Fail,80,INSP8505,Inspection notes for inspection 7756,False
7757,676,Routine,2019-09-24,Pass w/ Conditions,13,INSP3782,Inspection notes for inspection 7757,True
7758,692,Routine,2022-07-09,Pass,74,INSP2149,Inspection notes for inspection 7758,True
7759,223,Follow-up,2022-10-22,Pass w/ Conditions,97,INSP2828,Inspection notes for inspection 7759,True
7760,257,Follow-up,2022-10-08,Pass w/ Conditions,33,INSP6337,Inspection notes for inspection 7760,True
7761,445,License,2016-06-15,Fail,89,INSP4757,Inspection notes for inspection 7761,False
7762,555,Complaint,2018-11-27,Pass,21,INSP4030,Inspection notes for inspection 7762,True
7763,854,Routine,2023-01-04,Fail,31,INSP3153,Inspection notes for inspection 7763,False
7764,437,Complaint,2019-02-07,Pass,48,INSP6994,Inspection notes for inspection 7764,True
7765,449,License,2015-11-11,Fail,2,INSP5225,Inspection notes for inspection 7765,False
7766,100,License,2022-12-22,Fail,46,INSP3022,Inspection notes for inspection 7766,False
7767,764,License,2016-10-09,Fail,23,INSP3150,Inspection notes for inspection 7767,False
7768,298,Complaint,2024-04-13,Fail,5,INSP6208,Inspection notes for inspection 7768,False
7769,611,Complaint,2017-03-03,Pass w/ Conditions,15,INSP6897,Inspection notes for inspection 7769,True
7770,940,Routine,2024-10-06,Pass w/ Conditions,61,INSP7066,Inspection notes for inspection 7770,True
7771,869,Follow-up,2022-04-04,Pass w/ Conditions,54,INSP2735,Inspection notes for inspection 7771,True
7772,36,License,2021-02-15,Pass,50,INSP1340,Inspection notes for inspection 7772,True
7773,645,Routine,2019-11-28,Fail,88,INSP8013,Inspection notes for inspection 7773,False
7774,193,Follow-up,2024-05-29,Pass,22,INSP5689,Inspection notes for inspection 7774,True
7775,584,Complaint,2021-05-25,Pass,90,INSP2324,Inspection notes for inspection 7775,True
7776,297,Follow-up,2018-02-13,Pass w/ Conditions,36,INSP2940,Inspection notes for inspection 7776,True
7777,367,Follow-up,2016-07-22,Pass w/ Conditions,29,INSP8507,Inspection notes for inspection 7777,True
7778,651,Routine,2016-01-11,Fail,14,INSP1392,Inspection notes for inspection 7778,False
7779,802,Follow-up,2024-03-21,Pass,92,INSP6891,Inspection notes for inspection 7779,True
7780,19,Complaint,2023-01-27,Pass,88,INSP4177,Inspection notes for inspection 7780,True
7781,533,Routine,2024-05-08,Pass w/ Conditions,88,INSP6568,Inspection notes for inspection 7781,True
7782,717,License,2024-01-17,Fail,94,INSP6441,Inspection notes for inspection 7782,False
7783,133,License,2023-05-31,Pass,29,INSP1302,Inspection notes for inspection 7783,True
7784,117,License,2020-02-19,Pass w/ Conditions,10,INSP8613,Inspection notes for inspection 7784,True
7785,405,License,2019-01-08,Pass w/ Conditions,83,INSP8852,Inspection notes for inspection 7785,True
7786,854,Routine,2017-09-30,Fail,84,INSP3383,Inspection notes for inspection 7786,False
7787,747,License,2023-03-26,Pass w/ Conditions,77,INSP3898,Inspection notes for inspection 7787,True
7788,998,Follow-up,2021-01-11,Pass w/ Conditions,8,INSP3504,Inspection notes for inspection 7788,True
7789,824,Follow-up,2023-05-01,Pass,67,INSP3530,Inspection notes for inspection 7789,True
7790,245,Follow-up,2020-04-17,Pass w/ Conditions,99,INSP4434,Inspection notes for inspection 7790,True
7791,623,Follow-up,2022-07-18,Pass w/ Conditions,70,INSP6383,Inspection notes for inspection 7791,True
7792,492,Complaint,2019-10-14,Fail,14,INSP4434,Inspection notes for inspection 7792,False
7793,601,Complaint,2020-08-13,Pass,27,INSP1172,Inspection notes for inspection 7793,True
7794,967,Follow-up,2017-06-21,Fail,54,INSP6014,Inspection notes for inspection 7794,False
7795,770,License,2022-11-10,Fail,42,INSP5073,Inspection notes for inspection 7795,False
7796,334,License,2019-09-23,Fail,58,INSP8993,Inspection notes for inspection 7796,False
7797,817,Routine,2019-03-30,Pass w/ Conditions,40,INSP3531,Inspection notes for inspection 7797,True
7798,358,Routine,2020-11-04,Fail,62,INSP9301,Inspection notes for inspection 7798,False
7799,865,License,2023-11-02,Pass,54,INSP4861,Inspection notes for inspection 7799,True
7800,894,Complaint,2019-02-11,Pass w/ Conditions,63,INSP2725,Inspection notes for inspection 7800,True
7801,418,Complaint,2023-05-12,Fail,1,INSP8518,Inspection notes for inspection 7801,False
7802,323,Follow-up,2018-11-24,Fail,48,INSP9729,Inspection notes for inspection 7802,False
7803,412,License,2018-05-09,Fail,77,INSP9820,Inspection notes for inspection 7803,False
7804,259,Routine,2023-07-31,Pass,7,INSP1854,Inspection notes for inspection 7804,True
7805,324,License,2017-05-16,Fail,55,INSP7869,Inspection notes for inspection 7805,False
7806,264,License,2015-10-11,Pass w/ Conditions,94,INSP9005,Inspection notes for inspection 7806,True
7807,765,Routine,2022-10-19,Pass,70,INSP7064,Inspection notes for inspection 7807,True
7808,607,Follow-up,2018-10-23,Pass w/ Conditions,79,INSP1972,Inspection notes for inspection 7808,True
7809,873,License,2020-11-02,Pass w/ Conditions,69,INSP2659,Inspection notes for inspection 7809,True
7810,272,Routine,2024-08-08,Pass,0,INSP7641,Inspection notes for inspection 7810,True
7811,462,Routine,2017-12-09,Pass w/ Conditions,72,INSP2645,Inspection notes for inspection 7811,True
7812,823,Follow-up,2017-10-06,Fail,29,INSP5872,Inspection notes for inspection 7812,False
7813,212,License,2020-07-08,Pass,100,INSP3173,Inspection notes for inspection 7813,True
7814,143,Follow-up,2017-04-30,Pass,51,INSP8529,Inspection notes for inspection 7814,True
7815,917,Follow-up,2017-07-01,Pass w/ Conditions,73,INSP9434,Inspection notes for inspection 7815,True
7816,265,Follow-up,2024-07-31,Fail,5,INSP5171,Inspection notes for inspection 7816,False
7817,414,Complaint,2025-03-17,Pass w/ Conditions,20,INSP1570,Inspection notes for inspection 7817,True
7818,299,Routine,2023-09-28,Fail,1,INSP7892,Inspection notes for inspection 7818,False
7819,944,Routine,2020-01-18,Fail,47,INSP3575,Inspection notes for inspection 7819,False
7820,60,Follow-up,2023-08-04,Fail,67,INSP8987,Inspection notes for inspection 7820,False
7821,349,Complaint,2022-06-27,Pass,45,INSP4919,Inspection notes for inspection 7821,True
7822,843,Follow-up,2019-04-17,Pass w/ Conditions,53,INSP8367,Inspection notes for inspection 7822,True
7823,895,License,2016-09-17,Pass,15,INSP4021,Inspection notes for inspection 7823,True
7824,628,Complaint,2022-10-24,Fail,68,INSP9705,Inspection notes for inspection 7824,False
7825,46,License,2016-07-22,Pass w/ Conditions,93,INSP8388,Inspection notes for inspection 7825,True
7826,218,Routine,2021-05-19,Pass,18,INSP5521,Inspection notes for inspection 7826,True
7827,937,Follow-up,2019-05-09,Pass w/ Conditions,73,INSP1715,Inspection notes for inspection 7827,True
7828,640,Follow-up,2020-02-25,Pass w/ Conditions,78,INSP6430,Inspection notes for inspection 7828,True
7829,832,Follow-up,2021-01-30,Pass w/ Conditions,89,INSP6314,Inspection notes for inspection 7829,True
7830,881,Follow-up,2016-04-20,Fail,23,INSP6946,Inspection notes for inspection 7830,False
7831,309,License,2016-08-01,Pass w/ Conditions,97,INSP6972,Inspection notes for inspection 7831,True
7832,702,Follow-up,2022-05-27,Pass,85,INSP6826,Inspection notes for inspection 7832,True
7833,422,Routine,2018-06-15,Pass w/ Conditions,52,INSP9567,Inspection notes for inspection 7833,True
7834,140,Complaint,2023-02-25,Fail,87,INSP6810,Inspection notes for inspection 7834,False
7835,573,Routine,2018-04-21,Pass w/ Conditions,75,INSP1510,Inspection notes for inspection 7835,True
7836,235,Follow-up,2016-06-29,Pass w/ Conditions,57,INSP8833,Inspection notes for inspection 7836,True
7837,789,Follow-up,2021-10-16,Pass w/ Conditions,3,INSP2171,Inspection notes for inspection 7837,True
7838,122,Follow-up,2022-10-11,Pass,47,INSP2912,Inspection notes for inspection 7838,True
7839,631,Routine,2015-09-29,Pass w/ Conditions,48,INSP2083,Inspection notes for inspection 7839,True
7840,472,Follow-up,2021-12-13,Fail,77,INSP9500,Inspection notes for inspection 7840,False
7841,374,Complaint,2016-06-19,Fail,8,INSP1825,Inspection notes for inspection 7841,False
7842,854,Complaint,2019-01-14,Pass,87,INSP1601,Inspection notes for inspection 7842,True
7843,867,Routine,2023-03-10,Pass w/ Conditions,92,INSP4850,Inspection notes for inspection 7843,True
7844,328,Complaint,2023-09-12,Fail,18,INSP4261,Inspection notes for inspection 7844,False
7845,379,Follow-up,2022-08-27,Pass,63,INSP1570,Inspection notes for inspection 7845,True
7846,828,Routine,2017-11-28,Fail,82,INSP4666,Inspection notes for inspection 7846,False
7847,270,Follow-up,2022-06-02,Pass w/ Conditions,61,INSP4430,Inspection notes for inspection 7847,True
7848,438,License,2025-05-16,Pass w/ Conditions,73,INSP8543,Inspection notes for inspection 7848,True
7849,724,Complaint,2022-11-12,Pass w/ Conditions,49,INSP3777,Inspection notes for inspection 7849,True
7850,945,Complaint,2021-04-26,Pass w/ Conditions,54,INSP6840,Inspection notes for inspection 7850,True
7851,406,Routine,2022-03-14,Pass,57,INSP5984,Inspection notes for inspection 7851,True
7852,173,Follow-up,2021-06-27,Pass,21,INSP5205,Inspection notes for inspection 7852,True
7853,64,Complaint,2025-04-20,Fail,83,INSP2237,Inspection notes for inspection 7853,False
7854,205,Follow-up,2024-06-14,Pass,12,INSP4852,Inspection notes for inspection 7854,True
7855,336,License,2020-06-11,Fail,43,INSP5594,Inspection notes for inspection 7855,False
7856,195,Routine,2024-12-18,Pass w/ Conditions,74,INSP2068,Inspection notes for inspection 7856,True
7857,760,Follow-up,2024-11-22,Fail,50,INSP5515,Inspection notes for inspection 7857,False
7858,285,Routine,2024-08-21,Pass,15,INSP9907,Inspection notes for inspection 7858,True
7859,602,Routine,2017-08-10,Pass w/ Conditions,26,INSP9581,Inspection notes for inspection 7859,True
7860,493,Routine,2018-01-09,Pass,7,INSP4368,Inspection notes for inspection 7860,True
7861,409,License,2024-07-23,Pass w/ Conditions,44,INSP4122,Inspection notes for inspection 7861,True
7862,576,Follow-up,2019-09-24,Pass w/ Conditions,9,INSP3231,Inspection notes for inspection 7862,True
7863,940,Routine,2018-06-06,Pass w/ Conditions,80,INSP3561,Inspection notes for inspection 7863,True
7864,1,License,2019-02-26,Fail,90,INSP6519,Inspection notes for inspection 7864,False
7865,861,License,2017-05-22,Pass,67,INSP2031,Inspection notes for inspection 7865,True
7866,689,Complaint,2016-05-08,Fail,84,INSP7136,Inspection notes for inspection 7866,False
7867,308,Complaint,2017-01-09,Fail,76,INSP1060,Inspection notes for inspection 7867,False
7868,953,Complaint,2020-10-06,Fail,2,INSP4780,Inspection notes for inspection 7868,False
7869,621,Complaint,2015-11-27,Pass w/ Conditions,93,INSP4382,Inspection notes for inspection 7869,True
7870,124,Routine,2019-08-15,Pass w/ Conditions,74,INSP8143,Inspection notes for inspection 7870,True
7871,813,License,2024-06-23,Pass w/ Conditions,44,INSP4053,Inspection notes for inspection 7871,True
7872,680,Routine,2019-10-15,Pass,7,INSP2980,Inspection notes for inspection 7872,True
7873,768,Follow-up,2025-03-10,Pass,72,INSP6775,Inspection notes for inspection 7873,True
7874,565,Complaint,2020-12-29,Pass w/ Conditions,89,INSP7563,Inspection notes for inspection 7874,True
7875,60,Routine,2015-11-28,Fail,42,INSP9487,Inspection notes for inspection 7875,False
7876,853,License,2020-10-18,Pass w/ Conditions,56,INSP7677,Inspection notes for inspection 7876,True
7877,59,Complaint,2024-10-12,Fail,26,INSP5835,Inspection notes for inspection 7877,False
7878,978,Complaint,2023-08-19,Pass,22,INSP9530,Inspection notes for inspection 7878,True
7879,136,Routine,2021-11-14,Pass,92,INSP7213,Inspection notes for inspection 7879,True
7880,600,Routine,2015-10-12,Pass w/ Conditions,34,INSP5471,Inspection notes for inspection 7880,True
7881,930,Follow-up,2019-11-09,Pass,67,INSP8418,Inspection notes for inspection 7881,True
7882,500,License,2017-10-30,Pass,42,INSP1277,Inspection notes for inspection 7882,True
7883,930,Complaint,2023-03-14,Pass w/ Conditions,3,INSP6958,Inspection notes for inspection 7883,True
7884,826,License,2019-07-28,Pass,32,INSP5065,Inspection notes for inspection 7884,True
7885,628,Routine,2017-05-30,Pass w/ Conditions,36,INSP9923,Inspection notes for inspection 7885,True
7886,936,Routine,2025-02-19,Fail,21,INSP8294,Inspection notes for inspection 7886,False
7887,57,Routine,2018-02-06,Pass w/ Conditions,27,INSP2720,Inspection notes for inspection 7887,True
7888,510,Complaint,2022-06-08,Pass,66,INSP2656,Inspection notes for inspection 7888,True
7889,376,Routine,2024-09-03,Pass,28,INSP7321,Inspection notes for inspection 7889,True
7890,620,Complaint,2020-09-22,Pass,76,INSP2928,Inspection notes for inspection 7890,True
7891,164,Routine,2017-03-18,Fail,27,INSP4842,Inspection notes for inspection 7891,False
7892,510,Follow-up,2022-03-21,Pass,73,INSP9629,Inspection notes for inspection 7892,True
7893,616,Complaint,2020-02-22,Pass w/ Conditions,32,INSP2589,Inspection notes for inspection 7893,True
7894,949,Follow-up,2021-10-26,Pass w/ Conditions,60,INSP2960,Inspection notes for inspection 7894,True
7895,359,Routine,2022-12-14,Pass,40,INSP3405,Inspection notes for inspection 7895,True
7896,124,Complaint,2018-12-21,Fail,17,INSP4580,Inspection notes for inspection 7896,False
7897,959,Routine,2019-06-07,Pass w/ Conditions,98,INSP9051,Inspection notes for inspection 7897,True
7898,342,Routine,2017-08-31,Pass w/ Conditions,25,INSP8136,Inspection notes for inspection 7898,True
7899,302,License,2016-07-08,Pass,13,INSP7521,Inspection notes for inspection 7899,True
7900,945,Complaint,2020-08-14,Pass,63,INSP1095,Inspection notes for inspection 7900,True
7901,968,Routine,2018-03-05,Fail,64,INSP1653,Inspection notes for inspection 7901,False
7902,763,Follow-up,2022-01-11,Fail,45,INSP1172,Inspection notes for inspection 7902,False
7903,508,Routine,2021-06-05,Pass,59,INSP7930,Inspection notes for inspection 7903,True
7904,623,License,2017-05-27,Pass,25,INSP4970,Inspection notes for inspection 7904,True
7905,981,License,2022-05-26,Fail,54,INSP3961,Inspection notes for inspection 7905,False
7906,167,Follow-up,2016-11-26,Pass,71,INSP5563,Inspection notes for inspection 7906,True
7907,851,License,2024-04-07,Fail,19,INSP4351,Inspection notes for inspection 7907,False
7908,62,Complaint,2020-10-29,Fail,28,INSP1597,Inspection notes for inspection 7908,False
7909,672,Follow-up,2024-06-13,Pass,44,INSP1677,Inspection notes for inspection 7909,True
7910,844,Complaint,2018-12-21,Pass,5,INSP8108,Inspection notes for inspection 7910,True
7911,209,Follow-up,2015-10-07,Pass w/ Conditions,90,INSP2546,Inspection notes for inspection 7911,True
7912,156,License,2023-07-01,Pass w/ Conditions,35,INSP7462,Inspection notes for inspection 7912,True
7913,563,Follow-up,2023-08-03,Fail,9,INSP9561,Inspection notes for inspection 7913,False
7914,807,License,2019-05-03,Pass,56,INSP7433,Inspection notes for inspection 7914,True
7915,517,Routine,2025-05-28,Fail,78,INSP6839,Inspection notes for inspection 7915,False
7916,631,License,2019-03-29,Fail,35,INSP6837,Inspection notes for inspection 7916,False
7917,606,Routine,2019-09-17,Pass w/ Conditions,58,INSP3305,Inspection notes for inspection 7917,True
7918,424,Complaint,2023-09-27,Pass w/ Conditions,82,INSP6372,Inspection notes for inspection 7918,True
7919,324,Routine,2022-02-08,Pass,29,INSP8598,Inspection notes for inspection 7919,True
7920,301,License,2018-05-19,Pass,25,INSP8335,Inspection notes for inspection 7920,True
7921,959,License,2020-09-24,Pass,47,INSP2278,Inspection notes for inspection 7921,True
7922,589,License,2019-12-25,Pass,53,INSP8918,Inspection notes for inspection 7922,True
7923,959,Follow-up,2023-03-06,Pass,19,INSP7920,Inspection notes for inspection 7923,True
7924,153,Routine,2018-12-31,Fail,17,INSP1463,Inspection notes for inspection 7924,False
7925,335,Routine,2019-05-22,Fail,21,INSP9684,Inspection notes for inspection 7925,False
7926,268,Complaint,2020-10-11,Pass,58,INSP9730,Inspection notes for inspection 7926,True
7927,680,Complaint,2019-11-11,Fail,11,INSP9778,Inspection notes for inspection 7927,False
7928,293,Complaint,2019-01-30,Pass w/ Conditions,100,INSP8367,Inspection notes for inspection 7928,True
7929,829,Follow-up,2018-06-24,Pass,68,INSP8714,Inspection notes for inspection 7929,True
7930,609,Routine,2016-01-28,Pass,40,INSP8776,Inspection notes for inspection 7930,True
7931,192,Follow-up,2016-12-23,Pass,79,INSP5569,Inspection notes for inspection 7931,True
7932,743,Complaint,2016-06-09,Pass,12,INSP1590,Inspection notes for inspection 7932,True
7933,660,Follow-up,2023-03-22,Fail,45,INSP4420,Inspection notes for inspection 7933,False
7934,977,Complaint,2022-03-09,Fail,86,INSP3570,Inspection notes for inspection 7934,False
7935,199,Complaint,2025-03-02,Fail,81,INSP4403,Inspection notes for inspection 7935,False
7936,290,Follow-up,2022-05-31,Pass,25,INSP1020,Inspection notes for inspection 7936,True
7937,153,Routine,2019-01-26,Pass,28,INSP6375,Inspection notes for inspection 7937,True
7938,673,Follow-up,2022-12-04,Pass,70,INSP2551,Inspection notes for inspection 7938,True
7939,712,Follow-up,2018-03-06,Pass w/ Conditions,66,INSP2763,Inspection notes for inspection 7939,True
7940,607,Complaint,2024-10-08,Pass w/ Conditions,23,INSP9641,Inspection notes for inspection 7940,True
7941,709,Complaint,2020-03-24,Pass,89,INSP1822,Inspection notes for inspection 7941,True
7942,874,Follow-up,2024-07-22,Pass w/ Conditions,66,INSP2692,Inspection notes for inspection 7942,True
7943,58,License,2022-08-25,Fail,52,INSP7791,Inspection notes for inspection 7943,False
7944,204,License,2021-05-18,Pass w/ Conditions,71,INSP6758,Inspection notes for inspection 7944,True
7945,461,License,2017-10-26,Pass w/ Conditions,98,INSP5206,Inspection notes for inspection 7945,True
7946,564,License,2020-08-27,Pass w/ Conditions,86,INSP3066,Inspection notes for inspection 7946,True
7947,62,Complaint,2017-09-16,Pass,82,INSP6984,Inspection notes for inspection 7947,True
7948,534,Follow-up,2022-02-16,Fail,73,INSP2319,Inspection notes for inspection 7948,False
7949,981,Complaint,2020-11-27,Fail,42,INSP8824,Inspection notes for inspection 7949,False
7950,826,Follow-up,2017-02-07,Pass w/ Conditions,26,INSP7192,Inspection notes for inspection 7950,True
7951,528,Follow-up,2022-11-09,Pass w/ Conditions,26,INSP7506,Inspection notes for inspection 7951,True
7952,189,Routine,2023-02-16,Fail,79,INSP6560,Inspection notes for inspection 7952,False
7953,443,Routine,2016-04-15,Pass,18,INSP5300,Inspection notes for inspection 7953,True
7954,781,Follow-up,2015-08-29,Pass w/ Conditions,32,INSP6545,Inspection notes for inspection 7954,True
7955,62,License,2024-06-13,Fail,65,INSP7504,Inspection notes for inspection 7955,False
7956,703,Complaint,2023-12-26,Pass,65,INSP4661,Inspection notes for inspection 7956,True
7957,719,Follow-up,2019-02-04,Pass w/ Conditions,67,INSP3304,Inspection notes for inspection 7957,True
7958,421,Follow-up,2023-09-14,Fail,83,INSP1934,Inspection notes for inspection 7958,False
7959,348,Follow-up,2017-09-16,Fail,36,INSP4191,Inspection notes for inspection 7959,False
7960,336,Routine,2020-04-24,Fail,91,INSP2858,Inspection notes for inspection 7960,False
7961,516,Follow-up,2016-10-19,Fail,11,INSP3960,Inspection notes for inspection 7961,False
7962,804,Follow-up,2018-03-25,Pass,90,INSP2760,Inspection notes for inspection 7962,True
7963,404,Complaint,2022-09-22,Pass w/ Conditions,0,INSP4982,Inspection notes for inspection 7963,True
7964,684,Follow-up,2017-01-04,Pass w/ Conditions,1,INSP1351,Inspection notes for inspection 7964,True
7965,767,License,2018-09-14,Fail,90,INSP5124,Inspection notes for inspection 7965,False
7966,16,Routine,2015-12-07,Pass w/ Conditions,88,INSP7343,Inspection notes for inspection 7966,True
7967,154,Complaint,2019-09-10,Fail,85,INSP3114,Inspection notes for inspection 7967,False
7968,12,Follow-up,2022-07-07,Fail,78,INSP3556,Inspection notes for inspection 7968,False
7969,501,Routine,2015-08-20,Pass w/ Conditions,54,INSP4870,Inspection notes for inspection 7969,True
7970,806,Routine,2017-06-02,Pass w/ Conditions,55,INSP7119,Inspection notes for inspection 7970,True
7971,935,License,2024-07-04,Pass,40,INSP9866,Inspection notes for inspection 7971,True
7972,874,Follow-up,2023-12-18,Pass w/ Conditions,30,INSP7761,Inspection notes for inspection 7972,True
7973,627,Complaint,2023-08-05,Pass,45,INSP2778,Inspection notes for inspection 7973,True
7974,957,Routine,2025-04-13,Pass w/ Conditions,94,INSP5689,Inspection notes for inspection 7974,True
7975,211,Routine,2015-11-23,Pass,28,INSP2714,Inspection notes for inspection 7975,True
7976,905,Complaint,2019-08-10,Fail,90,INSP1476,Inspection notes for inspection 7976,False
7977,183,Follow-up,2025-02-07,Fail,47,INSP1203,Inspection notes for inspection 7977,False
7978,505,Follow-up,2019-12-30,Pass,52,INSP2576,Inspection notes for inspection 7978,True
7979,777,Routine,2022-06-04,Pass w/ Conditions,23,INSP8623,Inspection notes for inspection 7979,True
7980,536,Complaint,2019-12-07,Pass,82,INSP2276,Inspection notes for inspection 7980,True
7981,106,Follow-up,2021-04-18,Pass w/ Conditions,1,INSP2787,Inspection notes for inspection 7981,True
7982,669,Follow-up,2017-01-19,Pass w/ Conditions,77,INSP7523,Inspection notes for inspection 7982,True
7983,623,Routine,2023-10-23,Pass,36,INSP2201,Inspection notes for inspection 7983,True
7984,132,License,2021-12-27,Pass w/ Conditions,35,INSP1163,Inspection notes for inspection 7984,True
7985,389,Routine,2019-09-13,Pass,38,INSP3486,Inspection notes for inspection 7985,True
7986,386,Routine,2022-06-18,Pass w/ Conditions,84,INSP1198,Inspection notes for inspection 7986,True
7987,567,Routine,2021-05-05,Fail,22,INSP9831,Inspection notes for inspection 7987,False
7988,569,License,2022-02-19,Fail,49,INSP6582,Inspection notes for inspection 7988,False
7989,67,License,2018-04-18,Pass,43,INSP1904,Inspection notes for inspection 7989,True
7990,89,Routine,2020-10-14,Pass,15,INSP3234,Inspection notes for inspection 7990,True
7991,505,Routine,2020-11-03,Pass w/ Conditions,66,INSP4867,Inspection notes for inspection 7991,True
7992,179,Routine,2015-07-10,Fail,29,INSP3519,Inspection notes for inspection 7992,False
7993,984,Follow-up,2025-04-22,Pass w/ Conditions,64,INSP5765,Inspection notes for inspection 7993,True
7994,839,Follow-up,2023-01-12,Fail,66,INSP9740,Inspection notes for inspection 7994,False
7995,700,Follow-up,2019-05-02,Fail,62,INSP7523,Inspection notes for inspection 7995,False
7996,956,Complaint,2020-10-15,Fail,41,INSP2675,Inspection notes for inspection 7996,False
7997,28,Routine,2017-01-22,Fail,17,INSP6146,Inspection notes for inspection 7997,False
7998,138,Complaint,2019-12-31,Pass w/ Conditions,88,INSP5510,Inspection notes for inspection 7998,True
7999,454,Follow-up,2025-03-22,Pass w/ Conditions,18,INSP1015,Inspection notes for inspection 7999,True
8000,205,Complaint,2023-12-02,Fail,92,INSP8535,Inspection notes for inspection 8000,False
8001,601,Routine,2019-03-25,Pass,94,INSP8653,Inspection notes for inspection 8001,True
8002,827,Follow-up,2025-02-01,Pass w/ Conditions,34,INSP1233,Inspection notes for inspection 8002,True
8003,372,Routine,2023-05-16,Fail,47,INSP7026,Inspection notes for inspection 8003,False
8004,469,Follow-up,2016-03-23,Fail,46,INSP5640,Inspection notes for inspection 8004,False
8005,736,License,2016-04-04,Fail,44,INSP1047,Inspection notes for inspection 8005,False
8006,803,License,2022-08-11,Fail,67,INSP2958,Inspection notes for inspection 8006,False
8007,951,Complaint,2016-10-22,Pass w/ Conditions,50,INSP6599,Inspection notes for inspection 8007,True
8008,376,Complaint,2023-11-05,Fail,66,INSP5078,Inspection notes for inspection 8008,False
8009,12,Follow-up,2020-09-15,Fail,28,INSP2674,Inspection notes for inspection 8009,False
8010,169,Routine,2024-12-07,Pass w/ Conditions,1,INSP1432,Inspection notes for inspection 8010,True
8011,916,Complaint,2018-09-25,Pass,84,INSP9341,Inspection notes for inspection 8011,True
8012,339,Follow-up,2023-03-15,Fail,55,INSP1598,Inspection notes for inspection 8012,False
8013,582,License,2022-05-07,Pass w/ Conditions,67,INSP4182,Inspection notes for inspection 8013,True
8014,455,Routine,2021-06-19,Pass,92,INSP7714,Inspection notes for inspection 8014,True
8015,803,Follow-up,2019-10-28,Pass,46,INSP5555,Inspection notes for inspection 8015,True
8016,403,Follow-up,2021-02-02,Pass,42,INSP6316,Inspection notes for inspection 8016,True
8017,266,Follow-up,2023-05-14,Fail,84,INSP7464,Inspection notes for inspection 8017,False
8018,886,License,2021-02-07,Pass w/ Conditions,34,INSP3243,Inspection notes for inspection 8018,True
8019,220,Complaint,2021-06-26,Fail,5,INSP2201,Inspection notes for inspection 8019,False
8020,327,Complaint,2015-07-14,Pass,52,INSP7171,Inspection notes for inspection 8020,True
8021,123,License,2025-02-15,Pass w/ Conditions,53,INSP1688,Inspection notes for inspection 8021,True
