restaurant_id,name,type,risk_level,address,city,state,zip,license_number,opening_date,capacity,has_delivery,has_outdoor_seating,restaurant_age_years
654,Restaurant_654,Bakery,Risk 2 (Medium),3763 Main St,Chicago,IL,60630,L7319989,2017-04-29,54,0,0,8
655,Restaurant_655,Cafe,Risk 3 (Low),3002 Main St,Chicago,IL,60646,L8035127,2015-12-18,121,1,0,9
656,Restaurant_656,Cafe,Risk 2 (Medium),2779 Main St,Chicago,IL,60686,L8402603,2019-11-03,185,1,0,5
657,Restaurant_657,Grocery Store,Risk 3 (Low),4278 Main St,Chicago,IL,60636,L7931078,2020-08-04,95,1,0,4
658,Restaurant_658,Bakery,Risk 2 (Medium),7627 Main St,Chicago,IL,60655,L8746510,2021-10-12,155,0,1,3
659,Restaurant_659,Food Truck,Risk 3 (Low),6919 Main St,Chicago,IL,60659,L6718414,2025-03-08,56,0,1,0
660,Restaurant_660,Bakery,Risk 2 (Medium),106 Main St,Chicago,IL,60662,L1375780,2021-07-25,99,1,1,3
661,Restaurant_661,Cafe,Risk 2 (Medium),3894 Main St,Chicago,IL,60609,L7566761,2015-12-08,121,0,1,9
662,Restaurant_662,Bakery,Risk 1 (High),3455 Main St,Chicago,IL,60669,L4180918,2024-05-09,149,0,1,1
663,Restaurant_663,Food Truck,Risk 3 (Low),6488 Main St,Chicago,IL,60674,L3992695,2024-12-12,158,0,1,0
664,Restaurant_664,Bakery,Risk 1 (High),3053 Main St,Chicago,IL,60616,L1580598,2016-10-04,89,1,1,8
665,Restaurant_665,Cafe,Risk 3 (Low),6179 Main St,Chicago,IL,60663,L4291998,2019-10-09,156,1,0,5
666,Restaurant_666,Food Truck,Risk 1 (High),7110 Main St,Chicago,IL,60669,L4579254,2018-03-27,156,1,1,7
667,Restaurant_667,Bakery,Risk 1 (High),8556 Main St,Chicago,IL,60674,L3538414,2017-09-01,159,1,0,7
668,Restaurant_668,Food Truck,Risk 3 (Low),941 Main St,Chicago,IL,60636,L4917452,2024-07-04,28,0,1,0
669,Restaurant_669,Grocery Store,Risk 2 (Medium),7814 Main St,Chicago,IL,60627,L7087096,2017-05-17,35,1,0,8
670,Restaurant_670,Restaurant,Risk 1 (High),2801 Main St,Chicago,IL,60677,L8500264,2016-09-16,189,0,0,8
671,Restaurant_671,Bakery,Risk 3 (Low),1543 Main St,Chicago,IL,60650,L4470522,2017-10-06,129,0,0,7
672,Restaurant_672,Restaurant,Risk 3 (Low),5534 Main St,Chicago,IL,60676,L5901579,2019-12-18,55,1,1,5
673,Restaurant_673,Bakery,Risk 3 (Low),8669 Main St,Chicago,IL,60662,L3123520,2020-05-10,106,0,0,5
674,Restaurant_674,Restaurant,Risk 1 (High),4900 Main St,Chicago,IL,60699,L1950578,2019-01-08,162,1,0,6
675,Restaurant_675,Food Truck,Risk 1 (High),3857 Main St,Chicago,IL,60633,L1225301,2016-09-07,65,0,1,8
676,Restaurant_676,Restaurant,Risk 3 (Low),9064 Main St,Chicago,IL,60698,L3117290,2018-09-16,99,0,1,6
677,Restaurant_677,Grocery Store,Risk 3 (Low),2834 Main St,Chicago,IL,60638,L5437163,2024-07-05,145,1,1,0
678,Restaurant_678,Restaurant,Risk 2 (Medium),6112 Main St,Chicago,IL,60606,L9206944,2024-12-04,103,1,0,0
679,Restaurant_679,Grocery Store,Risk 1 (High),5551 Main St,Chicago,IL,60669,L2245124,2024-04-29,25,1,0,1
680,Restaurant_680,Bakery,Risk 2 (Medium),7496 Main St,Chicago,IL,60601,L4808782,2017-05-11,30,1,0,8
681,Restaurant_681,Grocery Store,Risk 3 (Low),6980 Main St,Chicago,IL,60628,L5735819,2022-07-07,178,1,0,2
682,Restaurant_682,Cafe,Risk 1 (High),9269 Main St,Chicago,IL,60699,L2191856,2024-01-29,176,1,0,1
683,Restaurant_683,Bakery,Risk 1 (High),7815 Main St,Chicago,IL,60617,L8209618,2015-12-31,50,0,0,9
684,Restaurant_684,Restaurant,Risk 2 (Medium),6725 Main St,Chicago,IL,60665,L8633842,2015-08-01,94,1,1,9
685,Restaurant_685,Bakery,Risk 3 (Low),9169 Main St,Chicago,IL,60635,L1619081,2019-01-21,96,1,0,6
686,Restaurant_686,Bakery,Risk 2 (Medium),7769 Main St,Chicago,IL,60655,L4336572,2020-03-08,162,0,1,5
687,Restaurant_687,Food Truck,Risk 2 (Medium),5902 Main St,Chicago,IL,60605,L1260462,2025-03-20,171,1,0,0
688,Restaurant_688,Restaurant,Risk 2 (Medium),8312 Main St,Chicago,IL,60694,L1018858,2019-10-14,33,0,0,5
689,Restaurant_689,Bakery,Risk 2 (Medium),9354 Main St,Chicago,IL,60607,L2510579,2023-10-05,139,1,1,1
690,Restaurant_690,Grocery Store,Risk 2 (Medium),5123 Main St,Chicago,IL,60610,L3009654,2023-11-06,21,0,0,1
691,Restaurant_691,Grocery Store,Risk 1 (High),7286 Main St,Chicago,IL,60619,L7396618,2019-01-17,48,1,1,6
692,Restaurant_692,Restaurant,Risk 2 (Medium),9974 Main St,Chicago,IL,60696,L6508448,2017-06-11,149,0,0,7
693,Restaurant_693,Restaurant,Risk 1 (High),5203 Main St,Chicago,IL,60663,L3612206,2022-09-21,108,1,1,2
694,Restaurant_694,Cafe,Risk 3 (Low),4715 Main St,Chicago,IL,60621,L8994767,2017-09-07,191,1,1,7
695,Restaurant_695,Grocery Store,Risk 1 (High),8881 Main St,Chicago,IL,60623,L3076814,2016-09-24,20,0,1,8
696,Restaurant_696,Grocery Store,Risk 3 (Low),392 Main St,Chicago,IL,60632,L2055841,2023-05-17,165,0,0,2
697,Restaurant_697,Food Truck,Risk 1 (High),8372 Main St,Chicago,IL,60639,L3992695,2017-08-04,118,1,0,7
698,Restaurant_698,Food Truck,Risk 1 (High),9768 Main St,Chicago,IL,60651,L7022858,2024-11-05,68,1,0,0
699,Restaurant_699,Cafe,Risk 3 (Low),9927 Main St,Chicago,IL,60670,L4248938,2018-10-21,104,0,1,6
700,Restaurant_700,Restaurant,Risk 2 (Medium),8953 Main St,Chicago,IL,60660,L2234735,2018-10-05,52,0,0,6
701,Restaurant_701,Bakery,Risk 3 (Low),3732 Main St,Chicago,IL,60651,L8595502,2020-09-15,85,1,1,4
702,Restaurant_702,Bakery,Risk 3 (Low),307 Main St,Chicago,IL,60627,L9773277,2025-05-19,153,1,1,0
703,Restaurant_703,Food Truck,Risk 2 (Medium),4204 Main St,Chicago,IL,60697,L5128366,2015-09-24,151,1,0,9
704,Restaurant_704,Bakery,Risk 3 (Low),724 Main St,Chicago,IL,60609,L8737071,2017-10-31,66,1,1,7
705,Restaurant_705,Restaurant,Risk 1 (High),7564 Main St,Chicago,IL,60682,L1291675,2020-03-03,46,0,0,5
706,Restaurant_706,Grocery Store,Risk 1 (High),9554 Main St,Chicago,IL,60639,L3961576,2022-12-22,193,0,0,2
707,Restaurant_707,Restaurant,Risk 2 (Medium),9975 Main St,Chicago,IL,60611,L2307090,2018-04-30,51,0,1,7
708,Restaurant_708,Restaurant,Risk 2 (Medium),8962 Main St,Chicago,IL,60666,L1062904,2016-07-05,157,0,1,8
709,Restaurant_709,Bakery,Risk 3 (Low),3685 Main St,Chicago,IL,60669,L7160886,2024-02-19,80,0,0,1
710,Restaurant_710,Cafe,Risk 2 (Medium),5313 Main St,Chicago,IL,60656,L6239254,2023-10-05,190,1,0,1
711,Restaurant_711,Restaurant,Risk 1 (High),6202 Main St,Chicago,IL,60627,L6193441,2024-07-22,49,0,1,0
712,Restaurant_712,Food Truck,Risk 1 (High),227 Main St,Chicago,IL,60681,L3200734,2018-07-28,124,0,1,6
713,Restaurant_713,Bakery,Risk 2 (Medium),1987 Main St,Chicago,IL,60655,L7368459,2021-12-28,157,1,1,3
714,Restaurant_714,Bakery,Risk 1 (High),5078 Main St,Chicago,IL,60664,L2308169,2016-09-15,146,0,0,8
715,Restaurant_715,Food Truck,Risk 1 (High),8546 Main St,Chicago,IL,60635,L2932653,2020-12-23,54,1,1,4
716,Restaurant_716,Grocery Store,Risk 2 (Medium),119 Main St,Chicago,IL,60611,L1573224,2021-12-19,153,1,0,3
717,Restaurant_717,Restaurant,Risk 2 (Medium),463 Main St,Chicago,IL,60695,L2743540,2020-02-26,37,1,1,5
718,Restaurant_718,Bakery,Risk 3 (Low),2444 Main St,Chicago,IL,60637,L2707293,2022-07-21,46,1,1,2
719,Restaurant_719,Restaurant,Risk 3 (Low),1942 Main St,Chicago,IL,60605,L7109757,2018-03-23,54,0,1,7
720,Restaurant_720,Cafe,Risk 3 (Low),9761 Main St,Chicago,IL,60686,L4788652,2025-02-17,150,1,1,0
721,Restaurant_721,Bakery,Risk 2 (Medium),4390 Main St,Chicago,IL,60692,L1772843,2024-01-14,198,0,0,1
722,Restaurant_722,Restaurant,Risk 1 (High),2726 Main St,Chicago,IL,60617,L4823665,2019-07-14,80,0,0,5
723,Restaurant_723,Cafe,Risk 3 (Low),634 Main St,Chicago,IL,60649,L6545183,2019-03-02,179,1,1,6
724,Restaurant_724,Grocery Store,Risk 1 (High),9788 Main St,Chicago,IL,60646,L2674921,2022-03-23,196,0,0,3
725,Restaurant_725,Cafe,Risk 2 (Medium),4070 Main St,Chicago,IL,60620,L9389103,2021-12-26,173,0,1,3
726,Restaurant_726,Food Truck,Risk 2 (Medium),9513 Main St,Chicago,IL,60643,L7653810,2018-08-05,22,0,1,6
727,Restaurant_727,Grocery Store,Risk 2 (Medium),6222 Main St,Chicago,IL,60637,L4883495,2025-01-30,66,0,0,0
728,Restaurant_728,Grocery Store,Risk 2 (Medium),5834 Main St,Chicago,IL,60671,L7008515,2023-11-14,140,1,1,1
729,Restaurant_729,Food Truck,Risk 3 (Low),9048 Main St,Chicago,IL,60650,L6744969,2022-01-28,168,0,0,3
730,Restaurant_730,Grocery Store,Risk 3 (Low),9649 Main St,Chicago,IL,60650,L5019672,2020-08-29,166,0,0,4
731,Restaurant_731,Cafe,Risk 2 (Medium),152 Main St,Chicago,IL,60642,L5696904,2025-03-23,177,0,1,0
732,Restaurant_732,Cafe,Risk 1 (High),745 Main St,Chicago,IL,60646,L8006101,2022-12-08,60,0,0,2
733,Restaurant_733,Food Truck,Risk 3 (Low),4990 Main St,Chicago,IL,60604,L2004257,2018-04-11,54,1,0,7
734,Restaurant_734,Restaurant,Risk 2 (Medium),3323 Main St,Chicago,IL,60669,L8936850,2019-07-11,36,1,1,5
735,Restaurant_735,Restaurant,Risk 2 (Medium),7170 Main St,Chicago,IL,60620,L3179795,2024-02-26,130,1,1,1
736,Restaurant_736,Food Truck,Risk 2 (Medium),1669 Main St,Chicago,IL,60644,L5171854,2024-07-05,170,0,1,0
737,Restaurant_737,Grocery Store,Risk 3 (Low),1516 Main St,Chicago,IL,60617,L4369065,2016-04-16,170,0,0,9
738,Restaurant_738,Restaurant,Risk 1 (High),984 Main St,Chicago,IL,60652,L4703836,2016-02-10,25,1,1,9
739,Restaurant_739,Restaurant,Risk 2 (Medium),704 Main St,Chicago,IL,60672,L7179218,2023-11-16,59,0,1,1
740,Restaurant_740,Grocery Store,Risk 3 (Low),8859 Main St,Chicago,IL,60696,L8087486,2024-02-28,176,1,1,1
741,Restaurant_741,Bakery,Risk 3 (Low),8359 Main St,Chicago,IL,60675,L3511534,2016-01-06,124,0,1,9
742,Restaurant_742,Grocery Store,Risk 1 (High),9066 Main St,Chicago,IL,60666,L8440730,2021-06-05,199,1,0,3
743,Restaurant_743,Grocery Store,Risk 3 (Low),9313 Main St,Chicago,IL,60672,L6267878,2021-04-07,83,0,0,4
744,Restaurant_744,Cafe,Risk 3 (Low),6918 Main St,Chicago,IL,60652,L4697692,2025-04-13,131,0,0,0
745,Restaurant_745,Bakery,Risk 1 (High),4986 Main St,Chicago,IL,60689,L8166344,2016-01-03,125,0,0,9
746,Restaurant_746,Grocery Store,Risk 3 (Low),7015 Main St,Chicago,IL,60646,L3235688,2015-07-28,182,1,1,9
747,Restaurant_747,Grocery Store,Risk 1 (High),2867 Main St,Chicago,IL,60605,L1069269,2019-02-26,44,1,1,6
748,Restaurant_748,Grocery Store,Risk 3 (Low),1790 Main St,Chicago,IL,60651,L6360181,2022-02-07,40,0,1,3
749,Restaurant_749,Cafe,Risk 3 (Low),3505 Main St,Chicago,IL,60690,L4803943,2016-01-21,149,1,0,9
750,Restaurant_750,Cafe,Risk 2 (Medium),164 Main St,Chicago,IL,60623,L5680683,2018-04-23,54,0,0,7
751,Restaurant_751,Grocery Store,Risk 3 (Low),5066 Main St,Chicago,IL,60610,L6363474,2024-12-27,172,1,0,0
752,Restaurant_752,Grocery Store,Risk 1 (High),5742 Main St,Chicago,IL,60614,L8067215,2025-02-19,23,0,1,0
753,Restaurant_753,Food Truck,Risk 2 (Medium),6633 Main St,Chicago,IL,60655,L8248300,2015-07-08,52,1,0,9
754,Restaurant_754,Cafe,Risk 3 (Low),2393 Main St,Chicago,IL,60634,L3341827,2016-07-09,54,1,0,8
755,Restaurant_755,Bakery,Risk 2 (Medium),5789 Main St,Chicago,IL,60693,L8538520,2023-12-20,76,0,0,1
756,Restaurant_756,Cafe,Risk 1 (High),5222 Main St,Chicago,IL,60656,L2963753,2022-12-28,189,1,0,2
757,Restaurant_757,Restaurant,Risk 3 (Low),3178 Main St,Chicago,IL,60638,L5887480,2017-08-21,88,1,1,7
758,Restaurant_758,Cafe,Risk 2 (Medium),9426 Main St,Chicago,IL,60644,L1249926,2018-01-03,53,0,1,7
759,Restaurant_759,Grocery Store,Risk 3 (Low),6585 Main St,Chicago,IL,60638,L3901227,2023-11-30,122,0,1,1
760,Restaurant_760,Restaurant,Risk 3 (Low),6198 Main St,Chicago,IL,60680,L2060223,2017-03-22,99,1,0,8
761,Restaurant_761,Cafe,Risk 1 (High),9286 Main St,Chicago,IL,60676,L9784840,2020-11-17,79,0,0,4
762,Restaurant_762,Grocery Store,Risk 2 (Medium),6472 Main St,Chicago,IL,60637,L2863317,2021-01-01,144,1,1,4
763,Restaurant_763,Restaurant,Risk 2 (Medium),4017 Main St,Chicago,IL,60694,L5700274,2015-09-16,52,1,1,9
764,Restaurant_764,Bakery,Risk 3 (Low),1184 Main St,Chicago,IL,60621,L5317505,2022-05-02,21,0,0,3
765,Restaurant_765,Food Truck,Risk 1 (High),8429 Main St,Chicago,IL,60625,L4043056,2019-08-17,171,1,0,5
766,Restaurant_766,Food Truck,Risk 2 (Medium),3100 Main St,Chicago,IL,60660,L2253543,2018-01-30,130,0,1,7
767,Restaurant_767,Cafe,Risk 3 (Low),2934 Main St,Chicago,IL,60699,L7451133,2022-05-14,119,1,1,3
768,Restaurant_768,Grocery Store,Risk 3 (Low),531 Main St,Chicago,IL,60624,L6053089,2021-10-15,125,1,0,3
769,Restaurant_769,Grocery Store,Risk 2 (Medium),7360 Main St,Chicago,IL,60696,L4073159,2019-09-26,121,0,0,5
770,Restaurant_770,Cafe,Risk 1 (High),2901 Main St,Chicago,IL,60618,L1399555,2022-04-30,139,0,1,3
771,Restaurant_771,Restaurant,Risk 1 (High),476 Main St,Chicago,IL,60686,L7082988,2023-08-06,61,0,0,1
772,Restaurant_772,Cafe,Risk 2 (Medium),5004 Main St,Chicago,IL,60698,L4605754,2019-10-25,188,1,0,5
773,Restaurant_773,Cafe,Risk 2 (Medium),6902 Main St,Chicago,IL,60618,L5803602,2016-12-23,192,1,1,8
774,Restaurant_774,Restaurant,Risk 1 (High),4816 Main St,Chicago,IL,60678,L6704488,2019-10-15,63,1,0,5
775,Restaurant_775,Cafe,Risk 2 (Medium),3638 Main St,Chicago,IL,60659,L9633295,2021-09-20,56,1,0,3
776,Restaurant_776,Food Truck,Risk 3 (Low),7995 Main St,Chicago,IL,60631,L2095873,2024-08-16,124,0,1,0
777,Restaurant_777,Restaurant,Risk 1 (High),9351 Main St,Chicago,IL,60665,L8011389,2024-04-07,154,0,0,1
778,Restaurant_778,Restaurant,Risk 3 (Low),1896 Main St,Chicago,IL,60639,L7096981,2024-10-25,135,0,0,0
779,Restaurant_779,Bakery,Risk 2 (Medium),4910 Main St,Chicago,IL,60629,L2402665,2019-07-15,171,0,0,5
780,Restaurant_780,Food Truck,Risk 3 (Low),9464 Main St,Chicago,IL,60653,L2598247,2025-03-24,103,0,1,0
781,Restaurant_781,Restaurant,Risk 2 (Medium),9160 Main St,Chicago,IL,60662,L2041703,2021-08-11,31,0,1,3
782,Restaurant_782,Bakery,Risk 2 (Medium),2459 Main St,Chicago,IL,60671,L9847101,2021-03-16,24,1,0,4
783,Restaurant_783,Food Truck,Risk 2 (Medium),691 Main St,Chicago,IL,60678,L2358638,2020-03-15,107,0,1,5
784,Restaurant_784,Restaurant,Risk 3 (Low),7449 Main St,Chicago,IL,60627,L5473928,2016-04-12,195,0,0,9
785,Restaurant_785,Grocery Store,Risk 3 (Low),4311 Main St,Chicago,IL,60618,L2778273,2025-05-17,71,0,1,0
786,Restaurant_786,Cafe,Risk 3 (Low),5979 Main St,Chicago,IL,60601,L7760317,2018-03-09,179,1,1,7
787,Restaurant_787,Bakery,Risk 2 (Medium),3247 Main St,Chicago,IL,60632,L6950917,2024-01-02,81,0,0,1
788,Restaurant_788,Grocery Store,Risk 3 (Low),7537 Main St,Chicago,IL,60609,L5776320,2016-09-18,148,1,0,8
789,Restaurant_789,Cafe,Risk 3 (Low),6370 Main St,Chicago,IL,60632,L4809189,2016-06-07,78,0,0,8
790,Restaurant_790,Food Truck,Risk 1 (High),7631 Main St,Chicago,IL,60634,L2791673,2024-09-12,81,1,0,0
791,Restaurant_791,Food Truck,Risk 2 (Medium),407 Main St,Chicago,IL,60685,L3731239,2024-12-20,116,0,1,0
792,Restaurant_792,Food Truck,Risk 2 (Medium),20 Main St,Chicago,IL,60614,L4945044,2019-08-31,176,0,1,5
793,Restaurant_793,Grocery Store,Risk 3 (Low),6019 Main St,Chicago,IL,60618,L1670144,2019-06-27,61,1,1,5
794,Restaurant_794,Bakery,Risk 1 (High),5820 Main St,Chicago,IL,60696,L5276363,2025-02-20,45,1,0,0
795,Restaurant_795,Grocery Store,Risk 2 (Medium),1005 Main St,Chicago,IL,60681,L9381322,2023-01-04,169,0,1,2
796,Restaurant_796,Restaurant,Risk 1 (High),2082 Main St,Chicago,IL,60672,L5683756,2019-03-05,61,1,0,6
797,Restaurant_797,Bakery,Risk 1 (High),5917 Main St,Chicago,IL,60647,L1098093,2024-12-21,47,0,1,0
798,Restaurant_798,Food Truck,Risk 2 (Medium),7080 Main St,Chicago,IL,60633,L3222536,2015-06-03,191,1,0,9
799,Restaurant_799,Restaurant,Risk 1 (High),2499 Main St,Chicago,IL,60679,L1626716,2022-10-08,173,0,1,2
800,Restaurant_800,Cafe,Risk 1 (High),3593 Main St,Chicago,IL,60685,L9599198,2018-02-19,78,1,1,7
801,Restaurant_801,Cafe,Risk 3 (Low),9271 Main St,Chicago,IL,60651,L9158269,2015-08-01,143,1,0,9
802,Restaurant_802,Food Truck,Risk 2 (Medium),1065 Main St,Chicago,IL,60643,L6063528,2020-09-02,151,1,1,4
803,Restaurant_803,Restaurant,Risk 2 (Medium),4502 Main St,Chicago,IL,60653,L3157851,2025-02-19,130,0,1,0
804,Restaurant_804,Food Truck,Risk 2 (Medium),1485 Main St,Chicago,IL,60647,L8356163,2019-01-25,27,1,0,6
805,Restaurant_805,Food Truck,Risk 1 (High),2749 Main St,Chicago,IL,60670,L9368718,2017-05-10,136,0,0,8
806,Restaurant_806,Cafe,Risk 3 (Low),7719 Main St,Chicago,IL,60622,L1745569,2017-06-02,61,1,0,7
807,Restaurant_807,Restaurant,Risk 1 (High),9851 Main St,Chicago,IL,60665,L3584092,2015-08-16,144,0,0,9
808,Restaurant_808,Grocery Store,Risk 1 (High),9837 Main St,Chicago,IL,60640,L3137901,2021-03-20,121,0,0,4
809,Restaurant_809,Restaurant,Risk 2 (Medium),4723 Main St,Chicago,IL,60665,L9590768,2016-12-09,130,1,1,8
810,Restaurant_810,Bakery,Risk 2 (Medium),1022 Main St,Chicago,IL,60643,L1725260,2015-07-09,94,1,0,9
811,Restaurant_811,Bakery,Risk 1 (High),8635 Main St,Chicago,IL,60639,L6016729,2020-11-25,81,1,0,4
812,Restaurant_812,Bakery,Risk 2 (Medium),2112 Main St,Chicago,IL,60680,L1175351,2022-05-18,187,1,0,3
813,Restaurant_813,Grocery Store,Risk 3 (Low),4205 Main St,Chicago,IL,60692,L2395694,2021-07-11,80,0,1,3
814,Restaurant_814,Bakery,Risk 3 (Low),8565 Main St,Chicago,IL,60623,L4010414,2022-09-28,119,0,0,2
815,Restaurant_815,Restaurant,Risk 3 (Low),7544 Main St,Chicago,IL,60633,L1985917,2016-07-03,135,1,1,8
816,Restaurant_816,Restaurant,Risk 2 (Medium),4349 Main St,Chicago,IL,60648,L8237860,2020-11-14,31,0,1,4
817,Restaurant_817,Food Truck,Risk 2 (Medium),5620 Main St,Chicago,IL,60611,L6492532,2021-02-27,199,1,0,4
818,Restaurant_818,Restaurant,Risk 1 (High),3857 Main St,Chicago,IL,60680,L5364373,2020-05-21,127,0,0,5
819,Restaurant_819,Grocery Store,Risk 3 (Low),9384 Main St,Chicago,IL,60623,L7543299,2024-11-25,152,1,0,0
820,Restaurant_820,Food Truck,Risk 1 (High),3836 Main St,Chicago,IL,60616,L1851376,2016-08-28,60,1,0,8
821,Restaurant_821,Grocery Store,Risk 2 (Medium),757 Main St,Chicago,IL,60683,L9203243,2017-10-15,37,1,1,7
822,Restaurant_822,Bakery,Risk 3 (Low),1137 Main St,Chicago,IL,60675,L9691113,2021-11-27,35,0,0,3
823,Restaurant_823,Food Truck,Risk 1 (High),8379 Main St,Chicago,IL,60662,L1369690,2022-06-20,183,1,1,2
824,Restaurant_824,Restaurant,Risk 3 (Low),998 Main St,Chicago,IL,60667,L3994609,2025-01-19,157,1,1,0
825,Restaurant_825,Food Truck,Risk 2 (Medium),1501 Main St,Chicago,IL,60663,L7691593,2017-05-30,190,1,0,8
826,Restaurant_826,Grocery Store,Risk 3 (Low),1308 Main St,Chicago,IL,60620,L9830924,2023-12-27,23,0,1,1
827,Restaurant_827,Restaurant,Risk 1 (High),1701 Main St,Chicago,IL,60660,L6579715,2016-03-12,37,0,0,9
828,Restaurant_828,Bakery,Risk 2 (Medium),8423 Main St,Chicago,IL,60604,L8539815,2022-08-08,115,0,0,2
829,Restaurant_829,Food Truck,Risk 1 (High),3903 Main St,Chicago,IL,60652,L1632779,2015-06-04,42,0,1,9
830,Restaurant_830,Food Truck,Risk 3 (Low),3894 Main St,Chicago,IL,60661,L6945774,2019-05-07,39,1,0,6
831,Restaurant_831,Restaurant,Risk 1 (High),4522 Main St,Chicago,IL,60646,L3131019,2024-12-15,107,1,1,0
832,Restaurant_832,Food Truck,Risk 3 (Low),3221 Main St,Chicago,IL,60697,L5879369,2022-12-28,110,1,1,2
833,Restaurant_833,Bakery,Risk 1 (High),6266 Main St,Chicago,IL,60649,L2757207,2020-07-27,190,1,1,4
834,Restaurant_834,Grocery Store,Risk 3 (Low),8647 Main St,Chicago,IL,60623,L9879543,2019-07-16,186,0,0,5
835,Restaurant_835,Cafe,Risk 2 (Medium),570 Main St,Chicago,IL,60650,L2302661,2022-07-01,77,0,1,2
836,Restaurant_836,Grocery Store,Risk 3 (Low),1467 Main St,Chicago,IL,60675,L3930830,2023-08-03,103,1,0,1
837,Restaurant_837,Restaurant,Risk 1 (High),5134 Main St,Chicago,IL,60640,L5434650,2023-03-29,52,0,0,2
838,Restaurant_838,Food Truck,Risk 3 (Low),7278 Main St,Chicago,IL,60647,L5493682,2019-06-21,140,1,1,5
839,Restaurant_839,Food Truck,Risk 3 (Low),8093 Main St,Chicago,IL,60654,L5154222,2024-10-18,75,0,1,0
840,Restaurant_840,Restaurant,Risk 3 (Low),1592 Main St,Chicago,IL,60673,L2370210,2023-08-07,141,1,1,1
841,Restaurant_841,Bakery,Risk 2 (Medium),3590 Main St,Chicago,IL,60602,L9533239,2018-03-02,26,1,0,7
842,Restaurant_842,Bakery,Risk 2 (Medium),296 Main St,Chicago,IL,60606,L5192275,2017-08-02,22,0,1,7
843,Restaurant_843,Restaurant,Risk 1 (High),9014 Main St,Chicago,IL,60639,L3711368,2019-05-01,171,1,0,6
844,Restaurant_844,Food Truck,Risk 2 (Medium),437 Main St,Chicago,IL,60629,L2777221,2024-03-20,38,0,0,1
845,Restaurant_845,Restaurant,Risk 3 (Low),8441 Main St,Chicago,IL,60699,L1448879,2024-02-06,61,0,1,1
846,Restaurant_846,Restaurant,Risk 2 (Medium),4677 Main St,Chicago,IL,60659,L1785999,2024-07-19,94,0,0,0
847,Restaurant_847,Bakery,Risk 1 (High),7096 Main St,Chicago,IL,60614,L7460125,2023-10-22,188,0,0,1
848,Restaurant_848,Grocery Store,Risk 3 (Low),3634 Main St,Chicago,IL,60609,L2425344,2016-01-04,52,1,1,9
849,Restaurant_849,Grocery Store,Risk 1 (High),9529 Main St,Chicago,IL,60601,L6481869,2019-05-16,73,1,0,6
850,Restaurant_850,Grocery Store,Risk 1 (High),3938 Main St,Chicago,IL,60636,L3107108,2024-02-24,150,0,0,1
851,Restaurant_851,Restaurant,Risk 3 (Low),2472 Main St,Chicago,IL,60677,L3405193,2024-09-12,69,1,1,0
852,Restaurant_852,Restaurant,Risk 3 (Low),3274 Main St,Chicago,IL,60644,L6754182,2020-04-02,180,0,1,5
853,Restaurant_853,Cafe,Risk 3 (Low),8457 Main St,Chicago,IL,60618,L8864847,2017-08-21,76,0,1,7
854,Restaurant_854,Restaurant,Risk 2 (Medium),5105 Main St,Chicago,IL,60626,L5014701,2015-11-30,152,0,0,9
855,Restaurant_855,Bakery,Risk 2 (Medium),8754 Main St,Chicago,IL,60656,L3791171,2025-05-21,76,1,1,0
856,Restaurant_856,Restaurant,Risk 1 (High),9625 Main St,Chicago,IL,60624,L1080914,2021-08-08,32,1,1,3
857,Restaurant_857,Grocery Store,Risk 3 (Low),824 Main St,Chicago,IL,60696,L3113669,2020-08-17,23,1,1,4
858,Restaurant_858,Restaurant,Risk 1 (High),9427 Main St,Chicago,IL,60651,L1374383,2023-05-19,50,1,1,2
859,Restaurant_859,Grocery Store,Risk 2 (Medium),5571 Main St,Chicago,IL,60691,L6220309,2021-09-28,156,1,1,3
860,Restaurant_860,Grocery Store,Risk 3 (Low),3356 Main St,Chicago,IL,60620,L7604436,2021-05-27,110,0,0,4
861,Restaurant_861,Grocery Store,Risk 1 (High),6192 Main St,Chicago,IL,60679,L9565308,2022-08-23,120,0,0,2
862,Restaurant_862,Cafe,Risk 1 (High),3115 Main St,Chicago,IL,60648,L6275580,2015-11-24,32,0,1,9
863,Restaurant_863,Cafe,Risk 2 (Medium),7007 Main St,Chicago,IL,60616,L6475787,2015-06-19,193,1,0,9
864,Restaurant_864,Restaurant,Risk 1 (High),9963 Main St,Chicago,IL,60693,L1757396,2021-02-23,58,0,0,4
865,Restaurant_865,Bakery,Risk 3 (Low),4714 Main St,Chicago,IL,60643,L6587168,2019-11-07,115,0,0,5
866,Restaurant_866,Food Truck,Risk 3 (Low),4395 Main St,Chicago,IL,60697,L7913209,2019-06-08,64,0,1,5
867,Restaurant_867,Cafe,Risk 1 (High),6088 Main St,Chicago,IL,60692,L6311711,2022-02-10,196,0,1,3
868,Restaurant_868,Restaurant,Risk 2 (Medium),8668 Main St,Chicago,IL,60642,L4730673,2024-03-25,50,1,0,1
869,Restaurant_869,Bakery,Risk 3 (Low),567 Main St,Chicago,IL,60641,L1101360,2023-07-25,95,0,1,1
870,Restaurant_870,Bakery,Risk 3 (Low),4823 Main St,Chicago,IL,60672,L3709869,2018-03-29,193,1,1,7
871,Restaurant_871,Food Truck,Risk 2 (Medium),288 Main St,Chicago,IL,60651,L3509252,2021-08-09,128,0,0,3
